id,email,data,valor,quantidade,produto
302,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
303,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.01,2,ZapFlow com Llama3.0
304,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
305,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.01,2,ZapFlow com Llama3.0
306,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
307,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
308,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.01,2,ZapFlow com Llama3.0
309,claytoncasalle@gmail.com,2024-09-19 09:15:00,18000.0,5,ZapFlow com Gemini
310,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+33,5,ZapFlow com chatGPT
311,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
312,dmm2504@gmail.com,2024-09-11 09:00:00,0.02,2,ZapFlow com Gemini
313,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
314,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.01,2,ZapFlow com Llama3.0
315,dennysmatos@gmail.com,2024-09-08 10:30:00,383836363.74,33,ZapFlow com chatGPT
316,estagiario@esperto.com.br,2024-09-11 09:00:00,2000000000.0,10,ZapFlow com Llama3.0
317,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+16,5,ZapFlow com chatGPT
318,claytoncasalle@gmail.com,2024-09-19 09:15:00,18000.0,5,ZapFlow com Gemini
319,leandr0s@gmail.com,2024-09-11 09:00:00,3000.0,2,ZapFlow com Gemini
321,mcamurca@gmail.com,2024-09-11 09:00:00,780000.0,2,ZapFlow com Gemini
320,Herbert@gmail.com,2024-09-30 09:15:00,5000.0,5,ZapFlow com chatGPT
322,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,153,ZapFlow com Gemini
323,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
324,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
325,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
326,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+16,5,ZapFlow com chatGPT
327,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
328,durva_Sa@gmail.com,2024-09-11 11:00:00,150.0,2,ZapFlow com chatGPT
329,Roberto@gmail.com,2024-09-11 09:00:00,2500.0,1,ZapFlow com chatGPT
330,Cachorao@gmail.com,2024-09-12 09:00:00,171.0,7,ZapFlow com Gemini
331,valmirjunior@gmail.com,2024-09-12 08:45:00,49999.99,2,ZapFlow com chatGPT
332,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Gemini
333,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
334,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Gemini
335,Roberto@gmail.com,2024-09-11 09:00:00,2500.0,1,ZapFlow com chatGPT
336,mateus@gmail.com,2024-09-11 09:00:00,50000.0,2,ZapFlow com Gemini
337,marcio@marcio.com,2024-09-09 12:45:00,4499.99,15,ZapFlow com Gemini
338,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
339,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
340,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
341,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
342,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
343,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
344,estagiario_careca@gmail.com,2024-09-11 09:00:00,88.0,5,ZapFlow com chatGPT
345,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
346,Michael@gmail.com,2024-09-11 09:00:00,10000.0,6,ZapFlow com chatGPT
347,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
348,didica134@gmail.com,2024-09-10 09:00:00,100.0,50,ZapFlow com Gemini
349,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
350,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
351,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
352,rodrigo@yahoo.com,2024-09-14 09:15:00,1500.0,2,ZapFlow com chatGPT
353,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
354,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
355,rodrigo@yahoo.com,2024-09-14 09:15:00,1500.0,2,ZapFlow com chatGPT
356,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
357,Roberto@gmail.com,2024-09-12 09:00:00,2500.0,1,ZapFlow com chatGPT
358,marcio@marcio.com,2024-09-09 12:45:00,4499.99,15,ZapFlow com Gemini
359,marcio@marcio.com,2024-09-09 12:45:00,4499.99,15,ZapFlow com Gemini
360,fabio@dashx.com.br,2024-09-11 08:45:00,4500.0,100,ZapFlow com chatGPT
361,marcio@marcio.com,2024-09-09 12:45:00,4499.99,15,ZapFlow com Gemini
362,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,15,ZapFlow com Gemini
363,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
364,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
365,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
366,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
367,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
368,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,153,ZapFlow com Gemini
369,paulatejando@gmail.com,2024-09-10 09:15:00,3000.0,5000,ZapFlow com chatGPT
370,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
371,lucas@gmail.com,2024-08-15 08:00:00,550.0,3,ZapFlow com chatGPT
372,Cachorao@gmail.com,2024-09-12 09:00:00,171.0,7,ZapFlow com Gemini
373,Michael@gmail.com,2024-09-11 09:00:00,10000.0,6,ZapFlow com chatGPT
374,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
375,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
376,leandr0s@gmail.com,2024-09-11 23:45:00,3000.0,2,ZapFlow com Gemini
377,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
378,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
379,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
380,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
381,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
382,alima67@hotmail.com,2024-09-11 09:00:00,50000.0,79,ZapFlow com chatGPT
384,marcio@marcio.com,2024-09-09 12:45:00,4499.99,15,ZapFlow com Gemini
383,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
385,laender.tevenceu@gmail.com,2024-09-10 09:00:00,100000000000.0,10,ZapFlow com Llama3.0
386,xpto@asd.com,2024-09-11 09:00:00,1.88,1,ZapFlow com Llama3.0
387,didica134@gmail.com,2024-09-10 09:00:00,100.0,50,ZapFlow com Gemini
388,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
389,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
390,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
391,paulatejando@gmail.com,2024-09-10 09:15:00,3000.0,5000,ZapFlow com chatGPT
392,paulatejando@gmail.com,2024-09-10 09:15:00,3000.0,5000,ZapFlow com chatGPT
393,valmirjunior@gmail.com,2024-09-12 08:45:00,49999.99,2,ZapFlow com chatGPT
394,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
395,Herbert@gmail.com,2024-09-30 09:15:00,5000.0,5,ZapFlow com chatGPT
396,Michael@gmail.com,2024-09-11 09:00:00,10000.0,6,ZapFlow com Gemini
397,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
398,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
399,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
400,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
401,tested@gmail.com,2024-09-13 12:00:00,9.87456321300326e+20,8562632,ZapFlow com chatGPT
402,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
404,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
403,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
405,weverton@gmail.com,2024-09-11 09:00:00,700.0,1,ZapFlow com Gemini
406,laender.tevenceu@gmail.com,2024-09-10 09:00:00,100000000000.0,10,ZapFlow com Llama3.0
407,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,15,ZapFlow com Gemini
408,rodrigo@yahoo.com,2024-09-14 09:15:00,1500.05,5,ZapFlow com chatGPT
409,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
410,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
411,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
412,loucuralouca@gmail.com,2027-09-03 23:45:00,1e+28,1123123123,ZapFlow com chatGPT
413,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,153,ZapFlow com Gemini
414,robertnilson@gmail.com,2024-09-11 09:00:00,5000.0,10,ZapFlow com Gemini
415,ze@email.net,2024-09-10 09:00:00,2000.0,100,ZapFlow com Llama3.0
416,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
417,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
418,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
419,akamasmm@gmail.com,2024-09-10 11:45:00,5.0,8,ZapFlow com Gemini
420,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com chatGPT
421,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
422,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
423,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
424,em@ail.com,2024-09-10 09:00:00,9000.0,4,ZapFlow com Llama3.0
425,rodrigo@yahoo.com,2024-09-14 09:15:00,1500.05,5,ZapFlow com chatGPT
426,durva_Sa@gmail.com,2024-09-11 11:00:00,150.0,2,ZapFlow com chatGPT
427,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
428,wagnerbarros@gmail.com,2024-09-11 09:15:00,45000.0,1,ZapFlow com Gemini
429,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
430,leandr0s@gmail.com,2024-09-11 23:45:00,3000.0,2,ZapFlow com Gemini
431,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
432,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
433,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
434,zappone@gmail.com,2024-09-10 14:00:00,3000000000000.0,12,ZapFlow com chatGPT
435,zappone@gmail.com,2024-09-10 14:00:00,3000000000000.0,12,ZapFlow com chatGPT
436,zappone@gmail.com,2024-09-10 14:00:00,3000000000000.0,12,ZapFlow com chatGPT
437,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
438,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
439,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
440,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
441,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
442,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
443,chazam@git.com,2023-12-16 09:00:00,6543216984562.33,1579227,ZapFlow com chatGPT
444,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
445,deploy@gmail.com,2024-08-27 10:30:00,100.0,1000,ZapFlow com Llama3.0
446,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
447,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
448,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
449,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
450,ficafrio@frio.com,2024-09-11 10:00:00,3000.0,25,ZapFlow com Llama3.0
451,junior@gmail.com,2024-09-11 22:00:00,200.0085,2,ZapFlow com chatGPT
452,testando@testando.com.br,2024-09-12 12:15:00,9999999999.0,54,ZapFlow com chatGPT
453,wagnerbarros@gmail.com,2024-09-12 09:15:00,45000.0,1,ZapFlow com Gemini
454,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,15,ZapFlow com Gemini
455,rennan@gmail.com,2024-09-10 09:00:00,0.011111111111111,1,ZapFlow com chatGPT
456,VascoDaGama@gmail.com,2024-09-11 10:45:00,500.0,1,ZapFlow com chatGPT
457,diogao@hotmail.com,2024-09-09 14:00:00,8000000.0,89,ZapFlow com chatGPT
458,em@il.com,2024-09-10 09:00:00,9000.0,4,ZapFlow com Gemini
459,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,15,ZapFlow com Gemini
460,genericocarol@gmail.com,2024-09-11 09:00:00,5000.0,10,ZapFlow com Gemini
461,leandr0s@gmil.com,2024-09-11 23:45:00,3000.0,2,ZapFlow com Gemini
462,argus@gmail.com,2024-09-11 09:00:00,1e+54,1,ZapFlow com chatGPT
463,lira@gmail.com,2024-09-11 09:00:00,5000.0,4,ZapFlow com Gemini
464,vinicius@gmail.com,2024-09-11 09:00:00,1000000.0,500,ZapFlow com Gemini
465,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,13,ZapFlow com Gemini
466,estagiario@esperto.com.br,2024-09-11 09:00:00,101010101.0,1,ZapFlow com Gemini
467,deividchagas@gmail.com,2024-09-11 09:00:00,10.0,1,ZapFlow com Gemini
468,magnonabisco60testelive@hotmail.com,2024-09-18 09:15:00,445000.0,10,ZapFlow com Llama3.0
469,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,135,ZapFlow com Gemini
470,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
471,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,156,ZapFlow com Gemini
472,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
473,powerguido@gmail.com,2024-09-11 09:00:00,9.98,1,ZapFlow com chatGPT
474,camila99@gmail.com,2024-09-03 13:45:00,6000.0,2,ZapFlow com Gemini
475,mateus@gmail.com,2024-09-11 09:00:00,100000.0,1,ZapFlow com Gemini
476,vejovendas@gmail.com,2024-09-13 13:00:00,4500.0,44,ZapFlow com chatGPT
477,valmirjunior@gmail.com,2024-09-11 09:00:00,150000.0,3,ZapFlow com Gemini
478,leandr0s@gmil.com,2024-09-11 23:45:00,3000.0,135,ZapFlow com Gemini
479,everton@gmail.com,2024-09-11 11:00:00,89000.0,20,ZapFlow com Llama3.0
480,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
481,meupaideoculos@gmail.com,2024-09-11 09:00:00,50000.0,51,ZapFlow com Gemini
482,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
483,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
484,horranakazekage@gmail.com,2024-11-11 09:15:00,99.0,4,ZapFlow com Llama3.0
485,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.0,5,ZapFlow com Llama3.0
486,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
487,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,135,ZapFlow com Gemini
488,jogodobrasil@teste.com,2024-09-11 09:00:00,0.001,1,ZapFlow com Gemini
489,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
490,mateus@gmail.com,2024-09-11 09:00:00,100000.0,1,ZapFlow com Gemini
491,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
492,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
493,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
494,bellix@gmail.com,2024-09-11 09:00:00,90000.0,15,ZapFlow com Llama3.0
495,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
496,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
497,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
498,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
499,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
500,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
501,beto@gmail.com,2024-09-13 23:45:00,5000.050000000001,3,ZapFlow com Llama3.0
502,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
503,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
504,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
505,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
506,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
507,procvdoexcel@gmail.com,2024-09-11 09:00:00,0.01,1,ZapFlow com Gemini
508,Cachorao@gmail.com,2024-09-11 09:00:00,171.0,1,ZapFlow com Gemini
509,fake-kun2011@hotmail.com,2024-09-10 09:00:00,4500.0,1,ZapFlow com chatGPT
510,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
511,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
512,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
513,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
514,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
515,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
516,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,135,ZapFlow com Gemini
517,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
518,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
519,marcelo@gmail.com,2024-09-11 09:00:00,12300000.0,123,ZapFlow com chatGPT
520,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
521,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
522,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
523,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
524,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
525,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
526,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
527,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
528,diogao@hotmail.com,2024-09-09 14:00:00,8000000.0,94,ZapFlow com chatGPT
529,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
530,Marcinho@teste.com,2024-09-09 12:45:00,3500.99,10,ZapFlow com Gemini
531,powerguido@gmail.com,2024-09-11 09:00:00,9.98,1,ZapFlow com chatGPT
532,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
533,edsonpaiva@gmail.com,2024-09-11 09:00:00,10000.0,3,ZapFlow com Gemini
534,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
535,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
536,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
537,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
538,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
539,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
540,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
541,Chrisribas@gmail.com,2024-09-11 09:00:00,500000.0,10,ZapFlow com Gemini
542,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
543,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
544,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,200,ZapFlow com chatGPT
545,durva_Sa@gmai.com,2024-09-11 09:15:00,250.0,2,ZapFlow com chatGPT
546,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
547,marcelo@gmail.com,2024-08-15 08:00:00,999998.96,49998,ZapFlow com chatGPT
548,Roberto222@gmail.com,2024-09-12 09:00:00,25000.0,10,ZapFlow com chatGPT
549,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
550,rodrigo@yahoo.com,2024-09-11 09:00:00,0.1,1,ZapFlow com chatGPT
551,rodrigo@yahoo.com,2024-09-11 09:00:00,0.1,1,ZapFlow com chatGPT
552,bellix@gmail.com,2024-09-11 09:00:00,90000.0,15,ZapFlow com Llama3.0
553,rastaman@gmail.com,1999-01-01 09:00:00,2000.0,1,ZapFlow com chatGPT
554,dennyscaetano@yahoo.com.br,2024-09-24 11:45:00,26363626262.0,23,ZapFlow com chatGPT
555,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
556,valmirjunior@gmail.com,2024-09-11 09:00:00,150000.0,3,ZapFlow com Llama3.0
557,aaaa@gmail.com,2024-09-11 09:00:00,500.0,1,ZapFlow com Gemini
558,bestvendedor@gmail.com,2024-09-10 09:15:00,1000000.0,5,ZapFlow com Gemini
559,Cachorao@gmail.com,2024-09-11 09:00:00,171.0,1,ZapFlow com Gemini
560,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
561,dennyscaetano@yahoo.com.br,2024-09-24 11:45:00,26363626262.0,23,ZapFlow com chatGPT
562,diogao@hotmail.com,2024-09-09 14:00:00,8000000.0,94,ZapFlow com chatGPT
563,ppriess@proton.me,2024-09-11 09:00:00,12000.0,1,ZapFlow com chatGPT
564,everton@gmail.com,2024-09-11 11:00:00,89000.0,20,ZapFlow com Llama3.0
565,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,135,ZapFlow com Gemini
566,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
567,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
568,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
569,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
570,vinicius@gmail.com,2024-09-11 09:00:00,2000.0,1,ZapFlow com Gemini
571,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
572,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
573,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
574,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
575,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
576,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
577,tony@stark.com,2024-09-10 18:00:00,3843.87,3,ZapFlow com chatGPT
578,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
579,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
580,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
581,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
582,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
583,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
584,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
585,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
587,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
586,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
588,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
589,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
590,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
591,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
592,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
593,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
594,leandr0s@gmil.com,2024-09-11 00:00:00,2999.959999999999,135,ZapFlow com Gemini
595,rodrigo@yahoo.com,2024-09-11 09:00:00,0.1,1,ZapFlow com chatGPT
596,chagasdeivid@gmail.com,2024-09-11 09:15:00,10.0,1,ZapFlow com Llama3.0
597,rodrigo@yahoo.com,2024-09-11 09:00:00,0.1,1,ZapFlow com chatGPT
598,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
599,felilpe@kk.com,2024-09-10 09:15:00,290000.0,4,ZapFlow com Gemini
